DIA_TRANSPORTE;AMBA;MOTIVO_ATSF;GENERO;TIPO_TRANSPORTE;CANT_TRJ;DATO_PRELIMINAR
2020-08-22;SI;PROGRESAR;F;COLECTIVO;7803;NO
2020-08-22;SI;PROGRESAR;F;LANCHA;0;NO
2020-08-22;SI;PROGRESAR;F;SUBTE;111;NO
2020-08-22;SI;PROGRESAR;F;TOTAL;7951;NO
2020-08-22;SI;PROGRESAR;F;TREN;739;NO
2020-08-22;SI;PROGRESAR;M;COLECTIVO;3274;NO
2020-08-22;SI;PROGRESAR;M;LANCHA;0;NO
2020-08-22;SI;PROGRESAR;M;SUBTE;53;NO
2020-08-22;SI;PROGRESAR;M;TOTAL;3356;NO
2020-08-22;SI;PROGRESAR;M;TREN;365;NO
2020-08-23;NO;;;COLECTIVO;26673;NO
2020-08-23;NO;;;LANCHA;0;NO
2020-08-23;NO;;;SUBTE;0;NO
2020-08-23;NO;;;TOTAL;26673;NO
2020-08-23;NO;;;TREN;0;NO
2020-08-23;NO;;F;COLECTIVO;12883;NO
2020-08-23;NO;;F;LANCHA;2;NO
2020-08-23;NO;;F;SUBTE;0;NO
2020-08-23;NO;;F;TOTAL;12885;NO
2020-08-23;NO;;F;TREN;0;NO
2020-08-23;NO;;M;COLECTIVO;11221;NO
2020-08-23;NO;;M;LANCHA;1;NO
2020-08-23;NO;;M;SUBTE;0;NO
2020-08-23;NO;;M;TOTAL;11222;NO
2020-08-23;NO;;M;TREN;0;NO
2020-08-23;NO;AUH;F;COLECTIVO;7769;NO
2020-08-23;NO;AUH;F;LANCHA;0;NO
2020-08-23;NO;AUH;F;SUBTE;0;NO
2020-08-23;NO;AUH;F;TOTAL;7769;NO
2020-08-23;NO;AUH;F;TREN;0;NO
2020-08-23;NO;AUH;M;COLECTIVO;231;NO
2020-08-23;NO;AUH;M;LANCHA;0;NO
2020-08-23;NO;AUH;M;SUBTE;0;NO
2020-08-23;NO;AUH;M;TOTAL;231;NO
2020-08-23;NO;AUH;M;TREN;0;NO
2020-08-23;NO;JUBILACION;F;COLECTIVO;5300;NO
2020-08-23;NO;JUBILACION;F;LANCHA;0;NO
2020-08-23;NO;JUBILACION;F;SUBTE;0;NO
2020-08-23;NO;JUBILACION;F;TOTAL;5300;NO
2020-08-23;NO;JUBILACION;F;TREN;0;NO
2020-08-23;NO;JUBILACION;M;COLECTIVO;3220;NO
2020-08-23;NO;JUBILACION;M;LANCHA;1;NO
2020-08-23;NO;JUBILACION;M;SUBTE;0;NO
2020-08-23;NO;JUBILACION;M;TOTAL;3221;NO
2020-08-23;NO;JUBILACION;M;TREN;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;870;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;F;TOTAL;870;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;418;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;M;TOTAL;418;NO
2020-08-23;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-08-23;NO;OTRO;F;COLECTIVO;218;NO
2020-08-23;NO;OTRO;F;LANCHA;0;NO
2020-08-23;NO;OTRO;F;SUBTE;0;NO
2020-08-23;NO;OTRO;F;TOTAL;218;NO
2020-08-23;NO;OTRO;F;TREN;0;NO
2020-08-23;NO;OTRO;M;COLECTIVO;134;NO
2020-08-23;NO;OTRO;M;LANCHA;0;NO
2020-08-23;NO;OTRO;M;SUBTE;0;NO
2020-08-23;NO;OTRO;M;TOTAL;134;NO
2020-08-23;NO;OTRO;M;TREN;0;NO
2020-08-23;NO;PENSION;F;COLECTIVO;4028;NO
2020-08-23;NO;PENSION;F;LANCHA;0;NO
2020-08-23;NO;PENSION;F;SUBTE;0;NO
2020-08-23;NO;PENSION;F;TOTAL;4028;NO
2020-08-23;NO;PENSION;F;TREN;0;NO
2020-08-23;NO;PENSION;M;COLECTIVO;1836;NO
2020-08-23;NO;PENSION;M;LANCHA;0;NO
2020-08-23;NO;PENSION;M;SUBTE;0;NO
2020-08-23;NO;PENSION;M;TOTAL;1836;NO
2020-08-23;NO;PENSION;M;TREN;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;2142;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;2142;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;37;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;37;NO
2020-08-23;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-08-23;NO;PROGRESAR;F;COLECTIVO;1544;NO
2020-08-23;NO;PROGRESAR;F;LANCHA;0;NO
2020-08-23;NO;PROGRESAR;F;SUBTE;0;NO
2020-08-23;NO;PROGRESAR;F;TOTAL;1544;NO
2020-08-23;NO;PROGRESAR;F;TREN;0;NO
2020-08-23;NO;PROGRESAR;M;COLECTIVO;789;NO
2020-08-23;NO;PROGRESAR;M;LANCHA;0;NO
2020-08-23;NO;PROGRESAR;M;SUBTE;0;NO
2020-08-23;NO;PROGRESAR;M;TOTAL;789;NO
2020-08-23;NO;PROGRESAR;M;TREN;0;NO
2020-08-23;SI;;;COLECTIVO;143283;NO
2020-08-23;SI;;;LANCHA;0;NO
2020-08-23;SI;;;SUBTE;4274;NO
2020-08-23;SI;;;TOTAL;147622;NO
2020-08-23;SI;;;TREN;10870;NO
2020-08-23;SI;;F;COLECTIVO;70745;NO
2020-08-23;SI;;F;LANCHA;0;NO
2020-08-23;SI;;F;SUBTE;1948;NO
2020-08-23;SI;;F;TOTAL;72632;NO
2020-08-23;SI;;F;TREN;6038;NO
2020-08-23;SI;;M;COLECTIVO;79984;NO
2020-08-23;SI;;M;LANCHA;0;NO
2020-08-23;SI;;M;SUBTE;2799;NO
2020-08-23;SI;;M;TOTAL;82491;NO
2020-08-23;SI;;M;TREN;8321;NO
2020-08-23;SI;AUH;F;COLECTIVO;42009;NO
2020-08-23;SI;AUH;F;LANCHA;0;NO
2020-08-23;SI;AUH;F;SUBTE;296;NO
2020-08-23;SI;AUH;F;TOTAL;42393;NO
2020-08-23;SI;AUH;F;TREN;2315;NO
2020-08-23;SI;AUH;M;COLECTIVO;1947;NO
2020-08-23;SI;AUH;M;LANCHA;0;NO
2020-08-23;SI;AUH;M;SUBTE;23;NO
2020-08-23;SI;AUH;M;TOTAL;1973;NO
2020-08-23;SI;AUH;M;TREN;147;NO
2020-08-23;SI;JUBILACION;F;COLECTIVO;20084;NO
2020-08-23;SI;JUBILACION;F;LANCHA;0;NO
2020-08-23;SI;JUBILACION;F;SUBTE;241;NO
2020-08-23;SI;JUBILACION;F;TOTAL;20305;NO
2020-08-23;SI;JUBILACION;F;TREN;995;NO
2020-08-23;SI;JUBILACION;M;COLECTIVO;11840;NO
2020-08-23;SI;JUBILACION;M;LANCHA;0;NO
2020-08-23;SI;JUBILACION;M;SUBTE;121;NO
2020-08-23;SI;JUBILACION;M;TOTAL;11963;NO
2020-08-23;SI;JUBILACION;M;TREN;525;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;4351;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;F;SUBTE;51;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;F;TOTAL;4400;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;F;TREN;277;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;3201;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;M;SUBTE;40;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;M;TOTAL;3245;NO
2020-08-23;SI;MONOTRIBUTO SOCIAL;M;TREN;194;NO
2020-08-23;SI;OTRO;F;COLECTIVO;926;NO
2020-08-23;SI;OTRO;F;LANCHA;0;NO
2020-08-23;SI;OTRO;F;SUBTE;12;NO
2020-08-23;SI;OTRO;F;TOTAL;934;NO
2020-08-23;SI;OTRO;F;TREN;50;NO
2020-08-23;SI;OTRO;M;COLECTIVO;565;NO
2020-08-23;SI;OTRO;M;LANCHA;0;NO
2020-08-23;SI;OTRO;M;SUBTE;10;NO
2020-08-23;SI;OTRO;M;TOTAL;576;NO
2020-08-23;SI;OTRO;M;TREN;44;NO
2020-08-23;SI;PENSION;F;COLECTIVO;12719;NO
2020-08-23;SI;PENSION;F;LANCHA;0;NO
2020-08-23;SI;PENSION;F;SUBTE;115;NO
2020-08-23;SI;PENSION;F;TOTAL;12838;NO
2020-08-23;SI;PENSION;F;TREN;748;NO
2020-08-23;SI;PENSION;M;COLECTIVO;5494;NO
2020-08-23;SI;PENSION;M;LANCHA;0;NO
2020-08-23;SI;PENSION;M;SUBTE;66;NO
2020-08-23;SI;PENSION;M;TOTAL;5555;NO
2020-08-23;SI;PENSION;M;TREN;305;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;12218;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;167;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;12348;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;883;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;141;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;9;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;149;NO
2020-08-23;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;18;NO
2020-08-23;SI;PROGRESAR;F;COLECTIVO;3723;NO
2020-08-23;SI;PROGRESAR;F;LANCHA;0;NO
2020-08-23;SI;PROGRESAR;F;SUBTE;43;NO
2020-08-23;SI;PROGRESAR;F;TOTAL;3791;NO
2020-08-23;SI;PROGRESAR;F;TREN;264;NO
2020-08-23;SI;PROGRESAR;M;COLECTIVO;1696;NO
2020-08-23;SI;PROGRESAR;M;LANCHA;0;NO
2020-08-23;SI;PROGRESAR;M;SUBTE;26;NO
2020-08-23;SI;PROGRESAR;M;TOTAL;1734;NO
2020-08-23;SI;PROGRESAR;M;TREN;143;NO
2020-08-24;NO;;;COLECTIVO;81694;NO
2020-08-24;NO;;;LANCHA;0;NO
2020-08-24;NO;;;SUBTE;0;NO
2020-08-24;NO;;;TOTAL;81694;NO
2020-08-24;NO;;;TREN;0;NO
2020-08-24;NO;;F;COLECTIVO;47564;NO
2020-08-24;NO;;F;LANCHA;4;NO
2020-08-24;NO;;F;SUBTE;0;NO
2020-08-24;NO;;F;TOTAL;47568;NO
2020-08-24;NO;;F;TREN;0;NO
2020-08-24;NO;;M;COLECTIVO;33502;NO
2020-08-24;NO;;M;LANCHA;3;NO
2020-08-24;NO;;M;SUBTE;0;NO
2020-08-24;NO;;M;TOTAL;33505;NO
2020-08-24;NO;;M;TREN;0;NO
2020-08-24;NO;AUH;F;COLECTIVO;26702;NO
2020-08-24;NO;AUH;F;LANCHA;2;NO
2020-08-24;NO;AUH;F;SUBTE;0;NO
2020-08-24;NO;AUH;F;TOTAL;26704;NO
2020-08-24;NO;AUH;F;TREN;0;NO
2020-08-24;NO;AUH;M;COLECTIVO;721;NO
2020-08-24;NO;AUH;M;LANCHA;0;NO
2020-08-24;NO;AUH;M;SUBTE;0;NO
2020-08-24;NO;AUH;M;TOTAL;721;NO
2020-08-24;NO;AUH;M;TREN;0;NO
2020-08-24;NO;JUBILACION;F;COLECTIVO;22299;NO
2020-08-24;NO;JUBILACION;F;LANCHA;2;NO
2020-08-24;NO;JUBILACION;F;SUBTE;0;NO
2020-08-24;NO;JUBILACION;F;TOTAL;22301;NO
2020-08-24;NO;JUBILACION;F;TREN;0;NO
2020-08-24;NO;JUBILACION;M;COLECTIVO;12789;NO
2020-08-24;NO;JUBILACION;M;LANCHA;1;NO
2020-08-24;NO;JUBILACION;M;SUBTE;0;NO
2020-08-24;NO;JUBILACION;M;TOTAL;12790;NO
2020-08-24;NO;JUBILACION;M;TREN;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;3088;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;F;TOTAL;3088;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;1399;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;M;TOTAL;1399;NO
2020-08-24;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-08-24;NO;OTRO;F;COLECTIVO;765;NO
2020-08-24;NO;OTRO;F;LANCHA;0;NO
2020-08-24;NO;OTRO;F;SUBTE;0;NO
2020-08-24;NO;OTRO;F;TOTAL;765;NO
2020-08-24;NO;OTRO;F;TREN;0;NO
2020-08-24;NO;OTRO;M;COLECTIVO;371;NO
2020-08-24;NO;OTRO;M;LANCHA;0;NO
2020-08-24;NO;OTRO;M;SUBTE;0;NO
2020-08-24;NO;OTRO;M;TOTAL;371;NO
2020-08-24;NO;OTRO;M;TREN;0;NO
2020-08-24;NO;PENSION;F;COLECTIVO;14205;NO
2020-08-24;NO;PENSION;F;LANCHA;2;NO
2020-08-24;NO;PENSION;F;SUBTE;0;NO
2020-08-24;NO;PENSION;F;TOTAL;14207;NO
2020-08-24;NO;PENSION;F;TREN;0;NO
2020-08-24;NO;PENSION;M;COLECTIVO;5715;NO
2020-08-24;NO;PENSION;M;LANCHA;0;NO
2020-08-24;NO;PENSION;M;SUBTE;0;NO
2020-08-24;NO;PENSION;M;TOTAL;5715;NO
2020-08-24;NO;PENSION;M;TREN;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;14365;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;14365;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;98;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;98;NO
2020-08-24;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-08-24;NO;PROGRESAR;F;COLECTIVO;4528;NO
2020-08-24;NO;PROGRESAR;F;LANCHA;0;NO
2020-08-24;NO;PROGRESAR;F;SUBTE;0;NO
2020-08-24;NO;PROGRESAR;F;TOTAL;4528;NO
2020-08-24;NO;PROGRESAR;F;TREN;0;NO
2020-08-24;NO;PROGRESAR;M;COLECTIVO;2124;NO
2020-08-24;NO;PROGRESAR;M;LANCHA;0;NO
2020-08-24;NO;PROGRESAR;M;SUBTE;0;NO
2020-08-24;NO;PROGRESAR;M;TOTAL;2124;NO
2020-08-24;NO;PROGRESAR;M;TREN;0;NO
2020-08-24;SI;;;COLECTIVO;355815;NO
2020-08-24;SI;;;LANCHA;0;NO
2020-08-24;SI;;;SUBTE;17266;NO
2020-08-24;SI;;;TOTAL;372217;NO
2020-08-24;SI;;;TREN;46018;NO
2020-08-24;SI;;F;COLECTIVO;212732;NO
2020-08-24;SI;;F;LANCHA;0;NO
2020-08-24;SI;;F;SUBTE;10015;NO
2020-08-24;SI;;F;TOTAL;221065;NO
2020-08-24;SI;;F;TREN;28696;NO
2020-08-24;SI;;M;COLECTIVO;212651;NO
2020-08-24;SI;;M;LANCHA;0;NO
2020-08-24;SI;;M;SUBTE;12576;NO
2020-08-24;SI;;M;TOTAL;223566;NO
2020-08-24;SI;;M;TREN;39192;NO
2020-08-24;SI;AUH;F;COLECTIVO;113273;NO
2020-08-24;SI;AUH;F;LANCHA;0;NO
2020-08-24;SI;AUH;F;SUBTE;1458;NO
2020-08-24;SI;AUH;F;TOTAL;114585;NO
2020-08-24;SI;AUH;F;TREN;11044;NO
2020-08-24;SI;AUH;M;COLECTIVO;5099;NO
2020-08-24;SI;AUH;M;LANCHA;0;NO
2020-08-24;SI;AUH;M;SUBTE;134;NO
2020-08-24;SI;AUH;M;TOTAL;5208;NO
2020-08-24;SI;AUH;M;TREN;791;NO
2020-08-24;SI;JUBILACION;F;COLECTIVO;68860;NO
2020-08-24;SI;JUBILACION;F;LANCHA;0;NO
2020-08-24;SI;JUBILACION;F;SUBTE;1109;NO
2020-08-24;SI;JUBILACION;F;TOTAL;69774;NO
2020-08-24;SI;JUBILACION;F;TREN;4742;NO
2020-08-24;SI;JUBILACION;M;COLECTIVO;37783;NO
2020-08-24;SI;JUBILACION;M;LANCHA;0;NO
2020-08-24;SI;JUBILACION;M;SUBTE;699;NO
2020-08-24;SI;JUBILACION;M;TOTAL;38305;NO
2020-08-24;SI;JUBILACION;M;TREN;2690;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;12503;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;F;SUBTE;246;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;F;TOTAL;12692;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;F;TREN;1346;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;8145;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;M;SUBTE;164;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;M;TOTAL;8291;NO
2020-08-24;SI;MONOTRIBUTO SOCIAL;M;TREN;955;NO
2020-08-24;SI;OTRO;F;COLECTIVO;2240;NO
2020-08-24;SI;OTRO;F;LANCHA;0;NO
2020-08-24;SI;OTRO;F;SUBTE;39;NO
2020-08-24;SI;OTRO;F;TOTAL;2287;NO
2020-08-24;SI;OTRO;F;TREN;251;NO
2020-08-24;SI;OTRO;M;COLECTIVO;1360;NO
2020-08-24;SI;OTRO;M;LANCHA;0;NO
2020-08-24;SI;OTRO;M;SUBTE;32;NO
2020-08-24;SI;OTRO;M;TOTAL;1411;NO
2020-08-24;SI;OTRO;M;TREN;221;NO
2020-08-24;SI;PENSION;F;COLECTIVO;34252;NO
2020-08-24;SI;PENSION;F;LANCHA;0;NO
2020-08-24;SI;PENSION;F;SUBTE;542;NO
2020-08-24;SI;PENSION;F;TOTAL;34694;NO
2020-08-24;SI;PENSION;F;TREN;3418;NO
2020-08-24;SI;PENSION;M;COLECTIVO;14260;NO
2020-08-24;SI;PENSION;M;LANCHA;0;NO
2020-08-24;SI;PENSION;M;SUBTE;234;NO
2020-08-24;SI;PENSION;M;TOTAL;14451;NO
2020-08-24;SI;PENSION;M;TREN;1384;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;44757;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;1273;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;45549;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;6301;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;487;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;27;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;510;NO
2020-08-24;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;84;NO
2020-08-24;SI;PROGRESAR;F;COLECTIVO;9743;NO
2020-08-24;SI;PROGRESAR;F;LANCHA;0;NO
2020-08-24;SI;PROGRESAR;F;SUBTE;229;NO
2020-08-24;SI;PROGRESAR;F;TOTAL;9969;NO
2020-08-24;SI;PROGRESAR;F;TREN;1271;NO
2020-08-24;SI;PROGRESAR;M;COLECTIVO;4211;NO
2020-08-24;SI;PROGRESAR;M;LANCHA;0;NO
2020-08-24;SI;PROGRESAR;M;SUBTE;100;NO
2020-08-24;SI;PROGRESAR;M;TOTAL;4340;NO
2020-08-24;SI;PROGRESAR;M;TREN;602;NO
2020-08-25;NO;;;COLECTIVO;79741;NO
2020-08-25;NO;;;LANCHA;0;NO
2020-08-25;NO;;;SUBTE;0;NO
2020-08-25;NO;;;TOTAL;79741;NO
2020-08-25;NO;;;TREN;0;NO
2020-08-25;NO;;F;COLECTIVO;46604;NO
2020-08-25;NO;;F;LANCHA;3;NO
2020-08-25;NO;;F;SUBTE;0;NO
2020-08-25;NO;;F;TOTAL;46607;NO
2020-08-25;NO;;F;TREN;0;NO
2020-08-25;NO;;M;COLECTIVO;33296;NO
2020-08-25;NO;;M;LANCHA;1;NO
2020-08-25;NO;;M;SUBTE;0;NO
2020-08-25;NO;;M;TOTAL;33297;NO
2020-08-25;NO;;M;TREN;0;NO
2020-08-25;NO;AUH;F;COLECTIVO;25585;NO
2020-08-25;NO;AUH;F;LANCHA;0;NO
2020-08-25;NO;AUH;F;SUBTE;0;NO
2020-08-25;NO;AUH;F;TOTAL;25585;NO
2020-08-25;NO;AUH;F;TREN;0;NO
2020-08-25;NO;AUH;M;COLECTIVO;706;NO
2020-08-25;NO;AUH;M;LANCHA;0;NO
2020-08-25;NO;AUH;M;SUBTE;0;NO
2020-08-25;NO;AUH;M;TOTAL;706;NO
2020-08-25;NO;AUH;M;TREN;0;NO
2020-08-25;NO;JUBILACION;F;COLECTIVO;20274;NO
2020-08-25;NO;JUBILACION;F;LANCHA;0;NO
2020-08-25;NO;JUBILACION;F;SUBTE;0;NO
2020-08-25;NO;JUBILACION;F;TOTAL;20274;NO
2020-08-25;NO;JUBILACION;F;TREN;0;NO
2020-08-25;NO;JUBILACION;M;COLECTIVO;12203;NO
2020-08-25;NO;JUBILACION;M;LANCHA;3;NO
2020-08-25;NO;JUBILACION;M;SUBTE;0;NO
2020-08-25;NO;JUBILACION;M;TOTAL;12206;NO
2020-08-25;NO;JUBILACION;M;TREN;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;2849;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;F;TOTAL;2849;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;1383;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;M;TOTAL;1383;NO
2020-08-25;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-08-25;NO;OTRO;F;COLECTIVO;716;NO
2020-08-25;NO;OTRO;F;LANCHA;0;NO
2020-08-25;NO;OTRO;F;SUBTE;0;NO
2020-08-25;NO;OTRO;F;TOTAL;716;NO
2020-08-25;NO;OTRO;F;TREN;0;NO
2020-08-25;NO;OTRO;M;COLECTIVO;368;NO
2020-08-25;NO;OTRO;M;LANCHA;0;NO
2020-08-25;NO;OTRO;M;SUBTE;0;NO
2020-08-25;NO;OTRO;M;TOTAL;368;NO
2020-08-25;NO;OTRO;M;TREN;0;NO
2020-08-25;NO;PENSION;F;COLECTIVO;13529;NO
2020-08-25;NO;PENSION;F;LANCHA;1;NO
2020-08-25;NO;PENSION;F;SUBTE;0;NO
2020-08-25;NO;PENSION;F;TOTAL;13530;NO
2020-08-25;NO;PENSION;F;TREN;0;NO
2020-08-25;NO;PENSION;M;COLECTIVO;5450;NO
2020-08-25;NO;PENSION;M;LANCHA;0;NO
2020-08-25;NO;PENSION;M;SUBTE;0;NO
2020-08-25;NO;PENSION;M;TOTAL;5450;NO
2020-08-25;NO;PENSION;M;TREN;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;13657;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;13657;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;88;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;88;NO
2020-08-25;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-08-25;NO;PROGRESAR;F;COLECTIVO;4461;NO
2020-08-25;NO;PROGRESAR;F;LANCHA;0;NO
2020-08-25;NO;PROGRESAR;F;SUBTE;0;NO
2020-08-25;NO;PROGRESAR;F;TOTAL;4461;NO
2020-08-25;NO;PROGRESAR;F;TREN;0;NO
2020-08-25;NO;PROGRESAR;M;COLECTIVO;2061;NO
2020-08-25;NO;PROGRESAR;M;LANCHA;0;NO
2020-08-25;NO;PROGRESAR;M;SUBTE;0;NO
2020-08-25;NO;PROGRESAR;M;TOTAL;2061;NO
2020-08-25;NO;PROGRESAR;M;TREN;0;NO
2020-08-25;SI;;;COLECTIVO;339831;NO
2020-08-25;SI;;;LANCHA;0;NO
2020-08-25;SI;;;SUBTE;17285;NO
